GBS name (Sample:Flowcell:Lane:Well),Additional file 1.xlsx (Romay et al. 2013),Inbred name,Source,Accession,Seed lot,Notes
PI651531:D0D0BACXX:3:B12,GEMS-0091,GEMS-0091,NCRPIS,PI 651531,12169,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI651532:D0D0BACXX:3:D10,GEMS-0092,GEMS-0092,NCRPIS,PI 651532,12079,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI651533:D0D0BACXX:3:A6,GEMS-0093,GEMS-0093,NCRPIS,PI 651533,12116,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI651534:D0D0BACXX:3:F7,GEMN-0097,GEMN-0097,NCRPIS,PI 651534,12103,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI651535:D0D0BACXX:3:F3,GEMN-0098,GEMN-0098,NCRPIS,PI 651535,12137,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI651536:D0D0BACXX:4:C2,GEMS-0100,GEMS-0100,NCRPIS,PI 651536,12186,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI651537:D0D0BACXX:4:B3,GEMN-0110,GEMN-0110,NCRPIS,PI 651537,12193,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI651538:D0D0BACXX:3:A2,GEMN-0111,GEMN-0111,NCRPIS,PI 651538,12149,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI651539:D0D0BACXX:3:E7,GEMN-0112,GEMN-0112,NCRPIS,PI 651539,12104,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI651540:D0D0BACXX:3:H12,GEMS-0113,GEMS-0113,NCRPIS,PI 651540,12158,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI651541:D0D0BACXX:3:C9,GEMS-0115,GEMS-0115,NCRPIS,PI 651541,12089,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI651542:D0D0BACXX:3:H5,GEMS-0116,GEMS-0116,NCRPIS,PI 651542,12117,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI651543:D0D0BACXX:3:E11,GEMN-0117,GEMN-0117,NCRPIS,PI 651543,12163,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI651544:D0D0BACXX:3:G1,GEMS-0118,GEMS-0118,NCRPIS,PI 651544,12151,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI651545:D0D0BACXX:3:A10,GEMN-0174,GEMN-0174,NCRPIS,PI 651545,12082,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI654048:81FE8ABXX:2:A6,TZAR101,TZAR101,NCRPIS,PI 654048,09ncei01 SD,
PI654049:81FE8ABXX:2:E10,TZAR102,TZAR102,NCRPIS,PI 654049,09ncei01 SD,
PI654050:81FE8ABXX:2:D4,TZAR103,TZAR103,NCRPIS,PI 654050,09ncei01 SD,
PI654051:D0D0BACXX:4:F8,not included,TZAR104,NCRPIS,PI 654051,12927,
PI654051:D0D0BACXX:4:G7,TZAR104,TZAR104,NCRPIS,PI 654051,12914,
PI654052:D0D0BACXX:4:G10,TZAR105,TZAR105,NCRPIS,PI 654052,13024,
PI654053:81FE8ABXX:2:F2,not included,TZAR106,NCRPIS,PI 654053,09ncei01 SD,
PI654053:D0D0BACXX:4:B8,TZAR106,TZAR106,NCRPIS,PI 654053,12919,
PI658071:D0D0BACXX:3:G6,GEMN-0138,GEMN-0138,NCRPIS,PI 658071,12110,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI658072:D0D0BACXX:3:F12,GEMN-0139,GEMN-0139,NCRPIS,PI 658072,12160,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI658073:D0D0BACXX:3:E5,GEMN-0140,GEMN-0140,NCRPIS,PI 658073,12121,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI658074:D0D0BACXX:4:A2,GEMN-0141,GEMN-0141,NCRPIS,PI 658074,12184,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI658075:D0D0BACXX:4:A1,GEMS-0143,GEMS-0143,NCRPIS,PI 658075,12176,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI658076:D0D0BACXX:3:F2,GEMN-0144,GEMN-0144,NCRPIS,PI 658076,12144,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI658077:D0D0BACXX:3:C8,GEMN-0145,GEMN-0145,NCRPIS,PI 658077,12097,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI658078:D0D0BACXX:3:D6,GEMS-0146,GEMS-0146,NCRPIS,PI 658078,12113,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI658079:D0D0BACXX:3:C5,GEMS-0147,GEMS-0147,NCRPIS,PI 658079,12123,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI658080:D0D0BACXX:4:F2,GEMS-0148,GEMS-0148,NCRPIS,PI 658080,12189,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI658081:D0D0BACXX:3:G10,GEMS-0149,GEMS-0149,NCRPIS,PI 658081,12076,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI658082:D0D0BACXX:4:B1,GEMN-0154,GEMN-0154,NCRPIS,PI 658082,12177,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI658083:D0D0BACXX:4:B2,GEMN-0155,GEMN-0155,NCRPIS,PI 658083,12185,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI658084:D0D0BACXX:4:G1,GEMN-0156,GEMN-0156,NCRPIS,PI 658084,12182,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI658085:D0D0BACXX:3:G11,GEMN-0157,GEMN-0157,NCRPIS,PI 658085,12165,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI658086:D0D0BACXX:3:H11,GEMN-0158,GEMN-0158,NCRPIS,PI 658086,12166,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI658087:D0D0BACXX:3:E4,GEMN-0159,GEMN-0159,NCRPIS,PI 658087,12130,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI658088:D0D0BACXX:3:G8,GEMS-0160,GEMS-0160,NCRPIS,PI 658088,12093,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI658089:D0D0BACXX:3:D2,GEMS-0161,GEMS-0161,NCRPIS,PI 658089,12146,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI658090:D0D0BACXX:3:C10,GEMS-0162,GEMS-0162,NCRPIS,PI 658090,12080,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI659678:D0D0BACXX:3:B6,GEMN-0114,GEMN-0114,NCRPIS,PI 659678,12115,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI659679:D0D0BACXX:3:E3,GEMS-0142,GEMS-0142,NCRPIS,PI 659679,12138,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI659680:D0D0BACXX:3:F12,GEMS-0150,GEMS-0150,NCRPIS,PI 659680,12173,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI659681:D0D0BACXX:3:B11,GEMS-0163,GEMS-0163,NCRPIS,PI 659681,12073,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
R109B:627C3AAXX:5:F1,R109B,R109B,Goodman,R109B,,Maize Association Panel (282)
R109B:8042MABXX:2:F1,R109B,R109B,Goodman,R109B,,Maize Association Panel (282)
R168:627C3AAXX:5:A2,R168,R168,Goodman,R168,,Maize Association Panel (282)
R168:8042MABXX:2:A2,R168,R168,Goodman,R168,,Maize Association Panel (282)
R177:627C3AAXX:6:A10,R177,R177,Goodman,R177,,Maize Association Panel (282)
R177:8042MABXX:3:A10,R177,R177,Goodman,R177,,Maize Association Panel (282)
R229:627C3AAXX:6:B6,R229,R229,Goodman,R229,,Maize Association Panel (282)
R229:8042MABXX:3:B6,R229,R229,Goodman,R229,,Maize Association Panel (282)
R4:627C3AAXX:6:G11,R4,R4,Goodman,R4,,Maize Association Panel (282)
R4:8042MABXX:3:G11,R4,R4,Goodman,R4,,Maize Association Panel (282)
SA24:627C3AAXX:6:B5,SA24,SA24,Goodman,SA24,,Maize Association Panel (282)
SA24:8042MABXX:3:B5,SA24,SA24,Goodman,SA24,,Maize Association Panel (282)
SA24:81FE7ABXX:1:F11,SA24,SA24,Flint-Garcia,SA24,,
SA24:81FE7ABXX:2:F3,SA24,SA24,Flint-Garcia,SA24,,
SA24:81FE7ABXX:3:A9,SA24,SA24,Flint-Garcia,SA24,,
SA24:81FE7ABXX:4:B9,SA24,SA24,Flint-Garcia,SA24,,
SA24:81FE7ABXX:5:C12,SA24,SA24,Flint-Garcia,SA24,,
SA24:81FE7ABXX:6:C1,SA24,SA24,Flint-Garcia,SA24,,
SA24:81FE7ABXX:7:H9,SA24,SA24,Flint-Garcia,SA24,,
SA24:81FE8ABXX:1:E3,SA24,SA24,Flint-Garcia,SA24,,
SA24:81FE8ABXX:2:G5,SA24,SA24,Flint-Garcia,SA24,,
SA24:81FE8ABXX:3:E1,SA24,SA24,Flint-Garcia,SA24,,
SA24:81FE8ABXX:4:D9,SA24,SA24,Flint-Garcia,SA24,,
SA24:81FE8ABXX:5:A11,SA24,SA24,Flint-Garcia,SA24,,
SA24:81FE8ABXX:6:G12,SA24,SA24,Flint-Garcia,SA24,,
SA24:81FE8ABXX:7:A10,not included,SA24,Flint-Garcia,SA24,,
SA24:81FENABXX:1:D3,SA24,SA24,Flint-Garcia,SA24,,
SA24:81FENABXX:2:B2,SA24,SA24,Flint-Garcia,SA24,,
SA24:81FENABXX:3:F10,SA24,SA24,Flint-Garcia,SA24,,
SA24:81FENABXX:4:E4,SA24,SA24,Flint-Garcia,SA24,,
SA24:81FENABXX:5:E9,SA24,SA24,Flint-Garcia,SA24,,
SA24:81FENABXX:6:D3,SA24,SA24,Flint-Garcia,SA24,,
SA24:81FENABXX:7:D7,SA24,SA24,Flint-Garcia,SA24,,
SA24:81N4HABXX:1:G1,SA24,SA24,Flint-Garcia,SA24,,
SA24:81N4HABXX:2:B4,SA24,SA24,Flint-Garcia,SA24,,
SA24:81N4HABXX:3:F1,SA24,SA24,Flint-Garcia,SA24,,
SA24:81N4HABXX:4:F2,SA24,SA24,Flint-Garcia,SA24,,
SA24:81N4HABXX:5:B6,SA24,SA24,Flint-Garcia,SA24,,
SA24:81N4HABXX:6:E6,SA24,SA24,Flint-Garcia,SA24,,
SA24:81N4HABXX:7:F5,SA24,SA24,Flint-Garcia,SA24,,
SAN_349a-1:81N4HABXX:3:G10,SAN349a-1,SAN 349a-1,Holland,SAN 349a-1,,
SAN349a-1(Holland):D0D0BACXX:4:B6,SAN349a-1,SAN 349a-1,Holland,SAN 349a-1,12802,
SC16:81N4HABXX:4:D1,SC16,SC16,Krakowksy,SC16,,
SC212M:81FE7ABXX:3:G9,SC212M,SC212M,Krakowksy,SC212M,,
SC213R:627C3AAXX:5:B8,SC213R,SC213R,Goodman,SC213R,,Maize Association Panel (282)
SC213R:8042MABXX:2:B8,SC213R,SC213R,Goodman,SC213R,,Maize Association Panel (282)
SC229:81N4HABXX:3:G12,SC229,SC229,Warburton,SC229,,
SC235R3:81N4HABXX:3:F4,SC235R3,SC235R3,Krakowksy,SC235R3,,
SC276Q2:81FE7ABXX:6:D12,SC276Q2,SC276Q2,Krakowksy,SC276Q2,,
SC277:81FE7ABXX:6:B8,SC277,SC277,Krakowksy,SC277,,
SC285:81N4HABXX:3:E10,SC285,SC285,Krakowksy,SC285,,
SC301:81FE7ABXX:7:D4,SC301,SC301,Krakowksy,SC301,,
SC333:81N4HABXX:2:G2,SC333,SC333,Krakowksy,SC333,,
SC343:81N4HABXX:3:B8,SC343,SC343,Krakowksy,SC343,,
SC344:81FE7ABXX:7:B5,SC344,SC344,Krakowksy,SC344,,
SC353:81FE7ABXX:6:A4,SC353,SC353,Krakowksy,SC353,,
SC357:627C3AAXX:6:G12,SC357,SC357,Goodman,SC357,,Maize Association Panel (282)
SC357:8042MABXX:3:G12,SC357,SC357,Goodman,SC357,,Maize Association Panel (282)
SC359:81N4HABXX:2:H10,SC359,SC359,Krakowksy,SC359,,
SC401:81N4HABXX:3:B11,SC401,SC401,Krakowksy,SC401,,
SC54:81FE7ABXX:6:C9,SC54,SC54,Krakowksy,SC54,,
SC55:627C3AAXX:6:C12,SC55,SC55,Goodman,SC55,,Maize Association Panel (282)
SC55:8042MABXX:3:C12,SC55,SC55,Goodman,SC55,,Maize Association Panel (282)
SC76:81FE7ABXX:6:A10,SC76,SC76,Krakowksy,SC76,,
SD40:627C3AAXX:6:G9,SD40,SD40,Goodman,SD40,,Maize Association Panel (282)
SD40:8042MABXX:3:G9,SD40,SD40,Goodman,SD40,,Maize Association Panel (282)
SD44:627C3AAXX:6:G4,SD44,SD44,Goodman,SD44,,Maize Association Panel (282)
SD44:8042MABXX:3:G4,SD44,SD44,Goodman,SD44,,Maize Association Panel (282)
Sg1533:627C3AAXX:7:B10,Sg1533,Sg1533,Goodman,Sg1533,,Maize Association Panel (282)
Sg1533:8042MABXX:4:B10,Sg1533,Sg1533,Goodman,Sg1533,,Maize Association Panel (282)
Sg18:627C3AAXX:5:F5,Sg18,Sg18,Goodman,Sg18,,Maize Association Panel (282)
Sg18:8042MABXX:2:F5,Sg18,Sg18,Goodman,Sg18,,Maize Association Panel (282)
T173:81FE7ABXX:7:B1,T173,T173,Warburton,T173,,
T232:627C3AAXX:7:F4,T232,T232,Goodman,T232,,Maize Association Panel (282)
T232:8042MABXX:4:F4,T232,T232,Goodman,T232,,Maize Association Panel (282)
T234:627C3AAXX:6:A2,T234,T234,Goodman,T234,,Maize Association Panel (282)
T234:8042MABXX:3:A2,T234,T234,Goodman,T234,,Maize Association Panel (282)
T8:627C3AAXX:6:E8,T8,T8,Goodman,T8,,Maize Association Panel (282)
T8:8042MABXX:3:E8,T8,T8,Goodman,T8,,Maize Association Panel (282)
T8:81FE8ABXX:7:A7,T8,T8,Krakowksy,T8,,
TIL01:C07W2ACXX:1:A11,not included,TIL01,Doebley,inbred teosinte derived from accession INIFAP JSG Y LOS-130,TIP-281,More highly inbred version of this line available from NCRPIS under accession Ames 28399
TIL01:C07W2ACXX:2:A11,not included,TIL01,Doebley,inbred teosinte derived from accession INIFAP JSG Y LOS-130,TIP-281,More highly inbred version of this line available from NCRPIS under accession Ames 28399
TIL01:D0D0BACXX:1:A11,not included,TIL01,Doebley,inbred teosinte derived from accession INIFAP JSG Y LOS-130,TIP-281,More highly inbred version of this line available from NCRPIS under accession Ames 28399
TIL01:D0D7RACXX:1:A11,not included,TIL01,Doebley,inbred teosinte derived from accession INIFAP JSG Y LOS-130,TIP-281,More highly inbred version of this line available from NCRPIS under accession Ames 28399
TIL01:D0D7RACXX:2:A11,not included,TIL01,Doebley,inbred teosinte derived from accession INIFAP JSG Y LOS-130,TIP-281,More highly inbred version of this line available from NCRPIS under accession Ames 28399
TIL02:C07W2ACXX:1:B11,not included,TIL02,Doebley,inbred teosinte derived from accession INIFAP JSG Y LOS-119,TIP-301,
TIL02:C07W2ACXX:2:B11,not included,TIL02,Doebley,inbred teosinte derived from accession INIFAP JSG Y LOS-119,TIP-301,
TIL02:D0D0BACXX:1:B11,not included,TIL02,Doebley,inbred teosinte derived from accession INIFAP JSG Y LOS-119,TIP-301,
TIL02:D0D7RACXX:1:B11,not included,TIL02,Doebley,inbred teosinte derived from accession INIFAP JSG Y LOS-119,TIP-301,
TIL02:D0D7RACXX:2:B11,not included,TIL02,Doebley,inbred teosinte derived from accession INIFAP JSG Y LOS-119,TIP-301,
TIL03:C07W2ACXX:1:C11,not included,TIL03,Doebley,inbred teosinte derived from accession INIFAP JSG Y MAS-401,TIP-282,More highly inbred version of this line available from NCRPIS under accession Ames 28400
TIL03:C07W2ACXX:2:C11,not included,TIL03,Doebley,inbred teosinte derived from accession INIFAP JSG Y MAS-401,TIP-282,More highly inbred version of this line available from NCRPIS under accession Ames 28400
TIL03:D0D0BACXX:1:C11,not included,TIL03,Doebley,inbred teosinte derived from accession INIFAP JSG Y MAS-401,TIP-282,More highly inbred version of this line available from NCRPIS under accession Ames 28400
TIL03:D0D7RACXX:1:C11,not included,TIL03,Doebley,inbred teosinte derived from accession INIFAP JSG Y MAS-401,TIP-282,More highly inbred version of this line available from NCRPIS under accession Ames 28400
TIL03:D0D7RACXX:2:C11,not included,TIL03,Doebley,inbred teosinte derived from accession INIFAP JSG Y MAS-401,TIP-282,More highly inbred version of this line available from NCRPIS under accession Ames 28400
TIL04:C07W2ACXX:1:D11,not included,TIL04,Doebley,inbred teosinte derived from accession CIMMYT 8783         ,TIP-285,
TIL04:C07W2ACXX:2:D11,not included,TIL04,Doebley,inbred teosinte derived from accession CIMMYT 8783         ,TIP-285,
TIL04:D0D0BACXX:1:D11,not included,TIL04,Doebley,inbred teosinte derived from accession CIMMYT 8783         ,TIP-285,
TIL04:D0D7RACXX:1:D11,not included,TIL04,Doebley,inbred teosinte derived from accession CIMMYT 8783         ,TIP-285,
TIL04:D0D7RACXX:2:D11,not included,TIL04,Doebley,inbred teosinte derived from accession CIMMYT 8783         ,TIP-285,
TIL05:C07W2ACXX:1:E11,not included,TIL05,Doebley,inbred teosinte derived from accession INIFAP JSG-197      ,TIP-287,
TIL05:C07W2ACXX:2:E11,not included,TIL05,Doebley,inbred teosinte derived from accession INIFAP JSG-197      ,TIP-287,
TIL05:D0D0BACXX:1:E11,not included,TIL05,Doebley,inbred teosinte derived from accession INIFAP JSG-197      ,TIP-287,
TIL05:D0D7RACXX:1:E11,not included,TIL05,Doebley,inbred teosinte derived from accession INIFAP JSG-197      ,TIP-287,
TIL05:D0D7RACXX:2:E11,not included,TIL05,Doebley,inbred teosinte derived from accession INIFAP JSG-197      ,TIP-287,
TIL06:C07W2ACXX:1:F11,not included,TIL06,Doebley,inbred teosinte derived from accession INIFAP JSG Y LOS-109,TIP-260,More highly inbred version of this line available from NCRPIS under accession Ames 28401
TIL06:C07W2ACXX:2:F11,not included,TIL06,Doebley,inbred teosinte derived from accession INIFAP JSG Y LOS-109,TIP-260,More highly inbred version of this line available from NCRPIS under accession Ames 28401
TIL06:D0D0BACXX:1:F11,not included,TIL06,Doebley,inbred teosinte derived from accession INIFAP JSG Y LOS-109,TIP-260,More highly inbred version of this line available from NCRPIS under accession Ames 28401
TIL06:D0D7RACXX:1:F11,not included,TIL06,Doebley,inbred teosinte derived from accession INIFAP JSG Y LOS-109,TIP-260,More highly inbred version of this line available from NCRPIS under accession Ames 28401
TIL06:D0D7RACXX:2:F11,not included,TIL06,Doebley,inbred teosinte derived from accession INIFAP JSG Y LOS-109,TIP-260,More highly inbred version of this line available from NCRPIS under accession Ames 28401
TIL07:C07W2ACXX:1:G11,not included,TIL07,Doebley,inbred teosinte derived from accession INIFAP JSG-378      ,TIP-305,More highly inbred version of this line available from NCRPIS under accession Ames 28402
TIL07:C07W2ACXX:2:G11,not included,TIL07,Doebley,inbred teosinte derived from accession INIFAP JSG-378      ,TIP-305,More highly inbred version of this line available from NCRPIS under accession Ames 28402
TIL07:D0D0BACXX:1:G11,not included,TIL07,Doebley,inbred teosinte derived from accession INIFAP JSG-378      ,TIP-305,More highly inbred version of this line available from NCRPIS under accession Ames 28402
TIL07:D0D7RACXX:1:G11,not included,TIL07,Doebley,inbred teosinte derived from accession INIFAP JSG-378      ,TIP-305,More highly inbred version of this line available from NCRPIS under accession Ames 28402
TIL07:D0D7RACXX:2:G11,not included,TIL07,Doebley,inbred teosinte derived from accession INIFAP JSG-378      ,TIP-305,More highly inbred version of this line available from NCRPIS under accession Ames 28402
TIL08:C07W2ACXX:1:H11,not included,TIL08,Doebley,inbred teosinte derived from accession INIFAP JSG-374      ,TIP-293,
TIL08:C07W2ACXX:2:H11,not included,TIL08,Doebley,inbred teosinte derived from accession INIFAP JSG-374      ,TIP-293,
TIL08:D0D0BACXX:1:H11,not included,TIL08,Doebley,inbred teosinte derived from accession INIFAP JSG-374      ,TIP-293,
TIL08:D0D7RACXX:1:H11,not included,TIL08,Doebley,inbred teosinte derived from accession INIFAP JSG-374      ,TIP-293,
TIL08:D0D7RACXX:2:H11,not included,TIL08,Doebley,inbred teosinte derived from accession INIFAP JSG-374      ,TIP-293,
TIL09:C07W2ACXX:1:A12,not included,TIL09,Doebley,inbred teosinte derived from accession INIFAP JSG Y LOS-161,TIP-265,More highly inbred version of this line available from NCRPIS under accession Ames 28403
TIL09:C07W2ACXX:2:A12,not included,TIL09,Doebley,inbred teosinte derived from accession INIFAP JSG Y LOS-161,TIP-265,More highly inbred version of this line available from NCRPIS under accession Ames 28403
TIL09:D0D0BACXX:1:A12,not included,TIL09,Doebley,inbred teosinte derived from accession INIFAP JSG Y LOS-161,TIP-265,More highly inbred version of this line available from NCRPIS under accession Ames 28403
TIL09:D0D7RACXX:1:A12,not included,TIL09,Doebley,inbred teosinte derived from accession INIFAP JSG Y LOS-161,TIP-265,More highly inbred version of this line available from NCRPIS under accession Ames 28403
TIL09:D0D7RACXX:2:A12,not included,TIL09,Doebley,inbred teosinte derived from accession INIFAP JSG Y LOS-161,TIP-265,More highly inbred version of this line available from NCRPIS under accession Ames 28403
TIL10:C07W2ACXX:1:B12,not included,TIL10,Doebley,inbred teosinte derived from accession CIMMYT 11355        ,TIP-304,More highly inbred version of this line available from NCRPIS under accession Ames 28404
TIL10:C07W2ACXX:2:B12,not included,TIL10,Doebley,inbred teosinte derived from accession CIMMYT 11355        ,TIP-304,More highly inbred version of this line available from NCRPIS under accession Ames 28404
TIL10:D0D0BACXX:1:B12,not included,TIL10,Doebley,inbred teosinte derived from accession CIMMYT 11355        ,TIP-304,More highly inbred version of this line available from NCRPIS under accession Ames 28404
TIL10:D0D7RACXX:1:B12,not included,TIL10,Doebley,inbred teosinte derived from accession CIMMYT 11355        ,TIP-304,More highly inbred version of this line available from NCRPIS under accession Ames 28404
TIL10:D0D7RACXX:2:B12,not included,TIL10,Doebley,inbred teosinte derived from accession CIMMYT 11355        ,TIP-304,More highly inbred version of this line available from NCRPIS under accession Ames 28404
TIL11:C07W2ACXX:1:C12,not included,TIL11,Doebley,inbred teosinte derived from accession INIFAP JSG Y MAS-264,TIP-296,More highly inbred version of this line available from NCRPIS under accession Ames 28405
TIL11:C07W2ACXX:2:C12,not included,TIL11,Doebley,inbred teosinte derived from accession INIFAP JSG Y MAS-264,TIP-296,More highly inbred version of this line available from NCRPIS under accession Ames 28405
TIL11:D0D0BACXX:1:C12,not included,TIL11,Doebley,inbred teosinte derived from accession INIFAP JSG Y MAS-264,TIP-296,More highly inbred version of this line available from NCRPIS under accession Ames 28405
TIL11:D0D7RACXX:1:C12,not included,TIL11,Doebley,inbred teosinte derived from accession INIFAP JSG Y MAS-264,TIP-296,More highly inbred version of this line available from NCRPIS under accession Ames 28405
TIL11:D0D7RACXX:2:C12,not included,TIL11,Doebley,inbred teosinte derived from accession INIFAP JSG Y MAS-264,TIP-296,More highly inbred version of this line available from NCRPIS under accession Ames 28405
TIL12:C07W2ACXX:1:D12,not included,TIL12,Doebley,inbred teosinte derived from accession NCRPIS PI566686     ,TIP-267,
TIL12:C07W2ACXX:2:D12,not included,TIL12,Doebley,inbred teosinte derived from accession NCRPIS PI566686     ,TIP-267,
TIL12:D0D0BACXX:1:D12,not included,TIL12,Doebley,inbred teosinte derived from accession NCRPIS PI566686     ,TIP-267,
TIL12:D0D7RACXX:1:D12,not included,TIL12,Doebley,inbred teosinte derived from accession NCRPIS PI566686     ,TIP-267,
TIL12:D0D7RACXX:2:D12,not included,TIL12,Doebley,inbred teosinte derived from accession NCRPIS PI566686     ,TIP-267,
TIL14:C07W2ACXX:1:E12,not included,TIL14,Doebley,inbred teosinte derived from accession BFB 967             ,TIP-263,More highly inbred version of this line available from NCRPIS under accession Ames 28406
TIL14:C07W2ACXX:2:E12,not included,TIL14,Doebley,inbred teosinte derived from accession BFB 967             ,TIP-263,More highly inbred version of this line available from NCRPIS under accession Ames 28406
TIL14:D0D0BACXX:1:E12,not included,TIL14,Doebley,inbred teosinte derived from accession BFB 967             ,TIP-263,More highly inbred version of this line available from NCRPIS under accession Ames 28406
TIL14:D0D7RACXX:1:E12,not included,TIL14,Doebley,inbred teosinte derived from accession BFB 967             ,TIP-263,More highly inbred version of this line available from NCRPIS under accession Ames 28406
TIL14:D0D7RACXX:2:E12,not included,TIL14,Doebley,inbred teosinte derived from accession BFB 967             ,TIP-263,More highly inbred version of this line available from NCRPIS under accession Ames 28406
TIL15:C07W2ACXX:1:F12,not included,TIL15,Doebley,inbred teosinte derived from accession TAK K Site 4        ,TIP-276,More highly inbred version of this line available from NCRPIS under accession Ames 28407
TIL15:C07W2ACXX:2:F12,not included,TIL15,Doebley,inbred teosinte derived from accession TAK K Site 4        ,TIP-276,More highly inbred version of this line available from NCRPIS under accession Ames 28407
TIL15:D0D0BACXX:1:F12,not included,TIL15,Doebley,inbred teosinte derived from accession TAK K Site 4        ,TIP-276,More highly inbred version of this line available from NCRPIS under accession Ames 28407
